"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image1","Input.image2","Input.image3","Input.image4","Input.image5","Input.image6","Input.image7","Input.image8","Input.image9","Input.image10","Input.image11","Input.image12","Answer.selected","Approve","Reject"
"367O8HRHKG8QOCF2J3FPC4QM7354S7","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3NS0A6KXC485NORTZYGZ56GGT0FGZL","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:42 PST 2019","Wed Feb 20 11:09:20 PST 2019","Sat Feb 23 11:09:20 PST 2019","Wed Feb 20 11:50:14 PST 2019","","","398","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/12.jpg","image2|image12|image4|image3"
"367O8HRHKG8QOCF2J3FPC4QM7354S7","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3OVHNO1VE612B4H2X8FRZLDJG8ZZDU","AJFS39RTZY3LC","Approved","Wed Feb 20 11:03:24 PST 2019","Wed Feb 20 11:03:41 PST 2019","Sat Feb 23 11:03:41 PST 2019","Wed Feb 20 11:50:14 PST 2019","","","17","100% (6/6)","100% (6/6)","100% (6/6)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/12.jpg","image2|image3|image4|image6|image12|image10"
"3BS6ERDL937Y1A0Y51DFE3O02R16D0","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3483FV8BEEJDKKZBYEYZ64TKEDD621","A1DVKS3R9SLQ1H","Approved","Wed Feb 20 11:01:13 PST 2019","Wed Feb 20 11:02:06 PST 2019","Sat Feb 23 11:02:06 PST 2019","Wed Feb 20 11:50:14 PST 2019","","","53","88% (104/118)","100% (75/75)","100% (7/7)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/12.jpg","image12|image1|image7|image3|image5|image10"
"3BS6ERDL937Y1A0Y51DFE3O02R16D0","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3LRKMWOKB5HF8UJM0JVA32MFJHB2ZP","AIWX8CTWASWI7","Approved","Wed Feb 20 11:04:08 PST 2019","Wed Feb 20 11:10:52 PST 2019","Sat Feb 23 11:10:52 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","404","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/12.jpg","image12|image6|image10|image1|image5|image4|image8|image2|image3|image7|image11"
"3BS6ERDL937Y1A0Y51DFE3O02R16D0","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3UOUJI6MTDEZNBS9ILHVC01WU8WXU5","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:09:24 PST 2019","Wed Feb 20 11:18:06 PST 2019","Sat Feb 23 11:18:06 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","522","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/12.jpg","image5|image10|image9|image8|image3|image2|image12|image7|image1"
"34HEO7RUG6UTPMV6DFPBZX7QDAHRAE","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","338JKRMM26ZIMCEW7CII9D18ZFLHAK","AJFS39RTZY3LC","Approved","Wed Feb 20 11:02:49 PST 2019","Wed Feb 20 11:03:10 PST 2019","Sat Feb 23 11:03:10 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","21","100% (6/6)","100% (6/6)","100% (6/6)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8084/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/12.jpg","image1|image8|image7|image9|image10"
"34HEO7RUG6UTPMV6DFPBZX7QDAHRAE","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","37FMASSAYCRN1HU8J80Z40MTHALBI2","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:05 PST 2019","Wed Feb 20 11:05:14 PST 2019","Sat Feb 23 11:05:14 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","189","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8084/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/12.jpg","image8|image10|image9|image4"
"34HEO7RUG6UTPMV6DFPBZX7QDAHRAE","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","382M9COHEHFQHB1SNGR3OBGPE2MEUE","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:05:04 PST 2019","Wed Feb 20 11:16:11 PST 2019","Sat Feb 23 11:16:11 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","667","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8084/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8574/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/12.jpg","image7|image10|image8|image11|image4|image1|image6"
"32LAQ1JNT9PQKAMWN9BXZDK28Y6TU5","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3C8HJ7UOP7U5FYNFA1EUIB0DPMRZMC","AIWX8CTWASWI7","Approved","Wed Feb 20 11:03:32 PST 2019","Wed Feb 20 11:03:51 PST 2019","Sat Feb 23 11:03:51 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","19","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/12.jpg","image7|image6|image4|image3|image10|image9|image5|image2|image1"
"32LAQ1JNT9PQKAMWN9BXZDK28Y6TU5","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3ND9UOO81K2HFL0PZ2T8JUR68FXWLH","A1DVKS3R9SLQ1H","Approved","Wed Feb 20 11:02:37 PST 2019","Wed Feb 20 11:03:04 PST 2019","Sat Feb 23 11:03:04 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","27","88% (104/118)","100% (75/75)","100% (7/7)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/12.jpg","image7|image2|image1|image6|image3|image4|image9"
"32LAQ1JNT9PQKAMWN9BXZDK28Y6TU5","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3WQQ9FUS6AUUCBIVAMO8RBSFEEHB8V","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:04:32 PST 2019","Wed Feb 20 11:15:06 PST 2019","Sat Feb 23 11:15:06 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","634","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5153/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5057/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/12.jpg","image6|image8|image1|image7|image10|image2|image5|image3|image4|image12|image9"
"3MQKOF1EE2OWVPF4WJQJCXNDQSTWDO","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3DH6GAKTYYP59FCTT425C6NKYW5YZ1","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:09:13 PST 2019","Wed Feb 20 11:17:54 PST 2019","Sat Feb 23 11:17:54 PST 2019","Wed Feb 20 11:50:15 PST 2019","","","521","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/12.jpg","image3|image4|image12|image7|image11|image5|image6|image9"
"3MQKOF1EE2OWVPF4WJQJCXNDQSTWDO","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3EFVCAY5L390UUG7YE1PPZBSMJPJ8N","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:12 PST 2019","Wed Feb 20 11:06:38 PST 2019","Sat Feb 23 11:06:38 PST 2019","Wed Feb 20 11:50:16 PST 2019","","","266","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/12.jpg","image3|image4|image7|image12|image5|image11"
"3MQKOF1EE2OWVPF4WJQJCXNDQSTWDO","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3PMBY0YE273D0LTBTEQH2RT8G5ZC9S","A3PABOW1OQ9MX1","Approved","Wed Feb 20 11:03:18 PST 2019","Wed Feb 20 11:14:12 PST 2019","Sat Feb 23 11:14:12 PST 2019","Wed Feb 20 11:50:16 PST 2019","","","654","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5098/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7868/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6287/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/12.jpg","image8|image11|image6|image7|image5|image3|image12|image9|image4"
"32CAVSKPCEPPBQANLQRNT717GGG1U7","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3GD6L00D3SX8K2272Q52QHG1C7FM1B","AUMY3AA0I92SR","Approved","Wed Feb 20 11:05:52 PST 2019","Wed Feb 20 11:12:25 PST 2019","Sat Feb 23 11:12:25 PST 2019","Wed Feb 20 11:50:16 PST 2019","","","393","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6253/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5763/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6250/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2924/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8084/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1711/12.jpg","image5|image10|image6|image3|image2|image1|image7|image11|image12"
